lon,lat,vs30,z1pt0,z2pt5
116.72,-31.8991399999999,760,41.306642,0.667291
116.72,-31.9009399999999,760,41.306642,0.667291
116.72,-31.90274,760,41.306642,0.667291
116.72,-31.90454,760,41.306642,0.667291
116.72,-31.90633,760,41.306642,0.667291
116.72,-31.90813,760,41.306642,0.667291
116.72,-31.9099299999999,1100,4.24804,0.53425
116.72,-31.9117299999999,1100,4.24804,0.53425
116.72,-31.91353,1100,4.24804,0.53425
116.72,-31.91533,1100,4.24804,0.53425
116.72,-31.91713,1100,4.24804,0.53425
116.72,-31.91893,1100,4.24804,0.53425
116.72,-31.9207199999999,1100,4.24804,0.53425
116.72,-31.9225199999999,1100,4.24804,0.53425
116.72,-31.92432,1100,4.24804,0.53425
116.72,-31.92612,1100,4.24804,0.53425
116.72,-31.92792,1100,4.24804,0.53425
116.72,-31.92972,1100,4.24804,0.53425
116.72,-31.9315199999999,1100,4.24804,0.53425
116.72211,-31.82,1100,4.24804,0.53425
116.72211,-31.8218,1100,4.24804,0.53425
116.72211,-31.8235999999999,1100,4.24804,0.53425
116.72211,-31.8253999999999,1100,4.24804,0.53425
116.72211,-31.82719,1100,4.24804,0.53425
116.72211,-31.82899,1100,4.24804,0.53425
116.72211,-31.83079,1100,4.24804,0.53425
116.72211,-31.83259,1100,4.24804,0.53425
116.72211,-31.8343899999999,1100,4.24804,0.53425
116.72211,-31.8361899999999,1100,4.24804,0.53425
116.72212,-31.83799,1100,4.24804,0.53425
116.72212,-31.83979,1100,4.24804,0.53425
116.72212,-31.84158,1100,4.24804,0.53425
116.72212,-31.84338,1100,4.24804,0.53425
116.72212,-31.8451799999999,1100,4.24804,0.53425
116.72212,-31.8469799999999,1100,4.24804,0.53425
116.72212,-31.84878,1100,4.24804,0.53425
116.72212,-31.85058,1100,4.24804,0.53425
116.72212,-31.85238,1100,4.24804,0.53425
116.72212,-31.85417,1100,4.24804,0.53425
116.72212,-31.8559699999999,1100,4.24804,0.53425
116.72212,-31.8577699999999,1100,4.24804,0.53425
116.72212,-31.85957,1100,4.24804,0.53425
116.72212,-31.86137,1100,4.24804,0.53425
116.72212,-31.86317,1100,4.24804,0.53425
116.72212,-31.86497,1100,4.24804,0.53425
116.72212,-31.8667599999999,1100,4.24804,0.53425
116.72212,-31.8685599999999,1100,4.24804,0.53425
116.72212,-31.87036,1100,4.24804,0.53425
116.72212,-31.87216,1100,4.24804,0.53425
116.72212,-31.87396,1100,4.24804,0.53425
116.72212,-31.87576,1100,4.24804,0.53425
116.72212,-31.8775599999999,1100,4.24804,0.53425
116.72212,-31.8793599999999,1100,4.24804,0.53425
116.72212,-31.88115,1100,4.24804,0.53425
116.72212,-31.88295,1100,4.24804,0.53425
116.72212,-31.88475,1100,4.24804,0.53425
116.72212,-31.88655,1100,4.24804,0.53425
116.72212,-31.8883499999999,1100,4.24804,0.53425
116.72212,-31.8901499999999,1100,4.24804,0.53425
116.72212,-31.89195,1100,4.24804,0.53425
116.72212,-31.89374,1100,4.24804,0.53425
116.72212,-31.89554,1100,4.24804,0.53425
116.72212,-31.89734,1100,4.24804,0.53425
116.72212,-31.8991399999999,1100,4.24804,0.53425
116.72212,-31.9009399999999,1100,4.24804,0.53425
116.72212,-31.90274,1100,4.24804,0.53425
116.72212,-31.90454,1100,4.24804,0.53425
116.72212,-31.90633,1100,4.24804,0.53425
116.72212,-31.90813,1100,4.24804,0.53425
116.72212,-31.9099299999999,1100,4.24804,0.53425
116.72212,-31.9117299999999,1100,4.24804,0.53425
116.72212,-31.91353,1100,4.24804,0.53425
116.72212,-31.91533,1100,4.24804,0.53425
116.72212,-31.91713,1100,4.24804,0.53425
116.72212,-31.91893,1100,4.24804,0.53425
116.72212,-31.9207199999999,1100,4.24804,0.53425
116.72212,-31.9225199999999,1100,4.24804,0.53425
116.72212,-31.92432,1100,4.24804,0.53425
116.72212,-31.92612,1100,4.24804,0.53425
116.72212,-31.92792,1100,4.24804,0.53425
116.72212,-31.92972,1100,4.24804,0.53425
116.72212,-31.9315199999999,1100,4.24804,0.53425
116.72423,-31.82,1100,4.24804,0.53425
116.72423,-31.8218,1100,4.24804,0.53425
116.72423,-31.8235999999999,1100,4.24804,0.53425
116.72423,-31.8253999999999,1100,4.24804,0.53425
116.72423,-31.82719,1100,4.24804,0.53425
116.72423,-31.82899,1100,4.24804,0.53425
116.72423,-31.83079,1100,4.24804,0.53425
116.72423,-31.83259,1100,4.24804,0.53425
116.72423,-31.8343899999999,1100,4.24804,0.53425
116.72423,-31.8361899999999,1100,4.24804,0.53425
116.72423,-31.83799,1100,4.24804,0.53425
116.72423,-31.83979,1100,4.24804,0.53425
116.72423,-31.84158,1100,4.24804,0.53425
116.72423,-31.84338,1100,4.24804,0.53425
116.72423,-31.8451799999999,1100,4.24804,0.53425
116.72423,-31.8469799999999,1100,4.24804,0.53425
116.72423,-31.84878,1100,4.24804,0.53425
116.72423,-31.85058,1100,4.24804,0.53425
116.72423,-31.85238,1100,4.24804,0.53425
116.72423,-31.85417,1100,4.24804,0.53425
116.72423,-31.8559699999999,1100,4.24804,0.53425
116.72423,-31.8577699999999,1100,4.24804,0.53425
116.72423,-31.85957,1100,4.24804,0.53425
116.72423,-31.86137,1100,4.24804,0.53425
116.72423,-31.86317,1100,4.24804,0.53425
116.72423,-31.86497,1100,4.24804,0.53425
116.72423,-31.8667599999999,1100,4.24804,0.53425
116.72423,-31.8685599999999,1100,4.24804,0.53425
116.72423,-31.87036,1100,4.24804,0.53425
116.72423,-31.87216,1100,4.24804,0.53425
116.72423,-31.87396,1100,4.24804,0.53425
116.72423,-31.87576,1100,4.24804,0.53425
116.72423,-31.8775599999999,1100,4.24804,0.53425
116.724239999999,-31.8793599999999,1100,4.24804,0.53425
116.724239999999,-31.88115,1100,4.24804,0.53425
116.724239999999,-31.88295,1100,4.24804,0.53425
116.724239999999,-31.88475,1100,4.24804,0.53425
116.724239999999,-31.88655,1100,4.24804,0.53425
116.724239999999,-31.8883499999999,1100,4.24804,0.53425
116.724239999999,-31.8901499999999,1100,4.24804,0.53425
116.724239999999,-31.89195,1100,4.24804,0.53425
116.724239999999,-31.89374,1100,4.24804,0.53425
116.724239999999,-31.89554,1100,4.24804,0.53425
116.724239999999,-31.89734,1100,4.24804,0.53425
116.724239999999,-31.8991399999999,1100,4.24804,0.53425
116.724239999999,-31.9009399999999,1100,4.24804,0.53425
116.724239999999,-31.90274,1100,4.24804,0.53425
116.724239999999,-31.90454,1100,4.24804,0.53425
116.724239999999,-31.90633,1100,4.24804,0.53425
116.724239999999,-31.90813,1100,4.24804,0.53425
116.724239999999,-31.9099299999999,1100,4.24804,0.53425
116.724239999999,-31.9117299999999,1100,4.24804,0.53425
116.724239999999,-31.91353,1100,4.24804,0.53425
116.724239999999,-31.91533,1100,4.24804,0.53425
116.724239999999,-31.91713,1100,4.24804,0.53425
116.724239999999,-31.91893,1100,4.24804,0.53425
116.724239999999,-31.9207199999999,1100,4.24804,0.53425
116.724239999999,-31.9225199999999,1100,4.24804,0.53425
116.724239999999,-31.92432,1100,4.24804,0.53425
116.724239999999,-31.92612,1100,4.24804,0.53425
116.724239999999,-31.92792,1100,4.24804,0.53425
116.724239999999,-31.92972,1100,4.24804,0.53425
116.724239999999,-31.9315199999999,1100,4.24804,0.53425
116.72635,-31.82,1100,4.24804,0.53425
116.72635,-31.8218,1100,4.24804,0.53425
116.72635,-31.8235999999999,1100,4.24804,0.53425
116.72635,-31.8253999999999,1100,4.24804,0.53425
116.72635,-31.82719,1100,4.24804,0.53425
116.72635,-31.82899,1100,4.24804,0.53425
116.72635,-31.83079,1100,4.24804,0.53425
116.72635,-31.83259,1100,4.24804,0.53425
116.72635,-31.8343899999999,1100,4.24804,0.53425
116.72635,-31.8361899999999,1100,4.24804,0.53425
116.72635,-31.83799,1100,4.24804,0.53425
116.72635,-31.83979,1100,4.24804,0.53425
116.72635,-31.84158,1100,4.24804,0.53425
116.72635,-31.84338,1100,4.24804,0.53425
116.72635,-31.8451799999999,1100,4.24804,0.53425
116.72635,-31.8469799999999,1100,4.24804,0.53425
116.72635,-31.84878,1100,4.24804,0.53425
116.72635,-31.85058,1100,4.24804,0.53425
116.72635,-31.85238,1100,4.24804,0.53425
116.72635,-31.85417,1100,4.24804,0.53425
116.72635,-31.8559699999999,1100,4.24804,0.53425
116.72635,-31.8577699999999,1100,4.24804,0.53425
116.72635,-31.85957,1100,4.24804,0.53425
116.72635,-31.86137,1100,4.24804,0.53425
116.72635,-31.86317,1100,4.24804,0.53425
116.72635,-31.86497,1100,4.24804,0.53425
116.72635,-31.8667599999999,1100,4.24804,0.53425
116.72635,-31.8685599999999,1100,4.24804,0.53425
116.72635,-31.87036,1100,4.24804,0.53425
116.72635,-31.87216,1100,4.24804,0.53425
116.72635,-31.87396,1100,4.24804,0.53425
116.72635,-31.87576,1100,4.24804,0.53425
116.72635,-31.8775599999999,1100,4.24804,0.53425
116.72635,-31.8793599999999,1100,4.24804,0.53425
116.72635,-31.88115,1100,4.24804,0.53425
116.72635,-31.88295,1100,4.24804,0.53425
116.72635,-31.88475,1100,4.24804,0.53425
116.72635,-31.88655,1100,4.24804,0.53425
116.72635,-31.8883499999999,1100,4.24804,0.53425
116.72635,-31.8901499999999,1100,4.24804,0.53425
116.72635,-31.89195,1100,4.24804,0.53425
116.72635,-31.89374,1100,4.24804,0.53425
116.72635,-31.89554,1100,4.24804,0.53425
116.72635,-31.89734,1100,4.24804,0.53425
116.72636,-31.8991399999999,1100,4.24804,0.53425
116.72636,-31.9009399999999,1100,4.24804,0.53425
116.72636,-31.90274,1100,4.24804,0.53425
116.72636,-31.90454,1100,4.24804,0.53425
116.72636,-31.90633,1100,4.24804,0.53425
116.72636,-31.90813,1100,4.24804,0.53425
116.72636,-31.9099299999999,1100,4.24804,0.53425
116.72636,-31.9117299999999,1100,4.24804,0.53425
116.72636,-31.91353,1100,4.24804,0.53425
116.72636,-31.91533,1100,4.24804,0.53425
116.72636,-31.91713,1100,4.24804,0.53425
116.72636,-31.91893,1100,4.24804,0.53425
116.72636,-31.9207199999999,1100,4.24804,0.53425
116.72636,-31.9225199999999,1100,4.24804,0.53425
116.72636,-31.92432,1100,4.24804,0.53425
116.72636,-31.92612,1100,4.24804,0.53425
116.72636,-31.92792,1100,4.24804,0.53425
116.72636,-31.92972,1100,4.24804,0.53425
116.72636,-31.9315199999999,1100,4.24804,0.53425
116.72846,-31.82,1100,4.24804,0.53425
116.72846,-31.8218,1100,4.24804,0.53425
116.72846,-31.8235999999999,1100,4.24804,0.53425
116.72847,-31.8253999999999,1100,4.24804,0.53425
116.72847,-31.82719,1100,4.24804,0.53425
116.72847,-31.82899,1100,4.24804,0.53425
116.72847,-31.83079,1100,4.24804,0.53425
116.72847,-31.83259,1100,4.24804,0.53425
116.72847,-31.8343899999999,1100,4.24804,0.53425
116.72847,-31.8361899999999,1100,4.24804,0.53425
116.72847,-31.83799,1100,4.24804,0.53425
116.72847,-31.83979,1100,4.24804,0.53425
116.72847,-31.84158,1100,4.24804,0.53425
116.72847,-31.84338,1100,4.24804,0.53425
116.72847,-31.8451799999999,1100,4.24804,0.53425
116.72847,-31.8469799999999,1100,4.24804,0.53425
116.72847,-31.84878,1100,4.24804,0.53425
116.72847,-31.85058,1100,4.24804,0.53425
116.72847,-31.85238,1100,4.24804,0.53425
116.72847,-31.85417,1100,4.24804,0.53425
116.72847,-31.8559699999999,1100,4.24804,0.53425
116.72847,-31.8577699999999,1100,4.24804,0.53425
116.72847,-31.85957,1100,4.24804,0.53425
116.72847,-31.86137,1100,4.24804,0.53425
116.72847,-31.86317,1100,4.24804,0.53425
116.72847,-31.86497,1100,4.24804,0.53425
116.72847,-31.8667599999999,1100,4.24804,0.53425
116.72847,-31.8685599999999,1100,4.24804,0.53425
116.72847,-31.87036,1100,4.24804,0.53425
116.72847,-31.87216,1100,4.24804,0.53425
116.72847,-31.87396,1100,4.24804,0.53425
116.72847,-31.87576,1100,4.24804,0.53425
116.72847,-31.8775599999999,1100,4.24804,0.53425
116.72847,-31.8793599999999,1100,4.24804,0.53425
116.72847,-31.88115,1100,4.24804,0.53425
116.72847,-31.88295,1100,4.24804,0.53425
116.72847,-31.88475,1100,4.24804,0.53425
116.72847,-31.88655,1100,4.24804,0.53425
116.72847,-31.8883499999999,1100,4.24804,0.53425
116.72847,-31.8901499999999,1100,4.24804,0.53425
116.72847,-31.89195,1100,4.24804,0.53425
116.72847,-31.89374,1100,4.24804,0.53425
116.72847,-31.89554,1100,4.24804,0.53425
116.72847,-31.89734,1100,4.24804,0.53425
116.72847,-31.8991399999999,1100,4.24804,0.53425
116.72847,-31.9009399999999,1100,4.24804,0.53425
116.72847,-31.90274,1100,4.24804,0.53425
116.72847,-31.90454,1100,4.24804,0.53425
116.72847,-31.90633,1100,4.24804,0.53425
116.72847,-31.90813,1100,4.24804,0.53425
116.72847,-31.9099299999999,1100,4.24804,0.53425
116.72848,-31.9117299999999,1100,4.24804,0.53425
116.72848,-31.91353,1100,4.24804,0.53425
116.72848,-31.91533,1100,4.24804,0.53425
116.72848,-31.91713,1100,4.24804,0.53425
116.72848,-31.91893,1100,4.24804,0.53425
116.72848,-31.9207199999999,1100,4.24804,0.53425
116.72848,-31.9225199999999,1100,4.24804,0.53425
116.72848,-31.92432,1100,4.24804,0.53425
116.72848,-31.92612,1100,4.24804,0.53425
116.72848,-31.92792,1100,4.24804,0.53425
116.72848,-31.92972,1100,4.24804,0.53425
116.72848,-31.9315199999999,1100,4.24804,0.53425
116.73058,-31.82,1100,4.24804,0.53425
116.73058,-31.8218,1100,4.24804,0.53425
116.73058,-31.8235999999999,1100,4.24804,0.53425
116.73058,-31.8253999999999,1100,4.24804,0.53425
116.73058,-31.82719,1100,4.24804,0.53425
116.73058,-31.82899,1100,4.24804,0.53425
116.73058,-31.83079,1100,4.24804,0.53425
116.73058,-31.83259,1100,4.24804,0.53425
116.73058,-31.8343899999999,1100,4.24804,0.53425
116.73058,-31.8361899999999,1100,4.24804,0.53425
116.73058,-31.83799,1100,4.24804,0.53425
116.73058,-31.83979,1100,4.24804,0.53425
116.73058,-31.84158,1100,4.24804,0.53425
116.73058,-31.84338,1100,4.24804,0.53425
116.73058,-31.8451799999999,1100,4.24804,0.53425
116.73059,-31.8469799999999,1100,4.24804,0.53425
116.73059,-31.84878,1100,4.24804,0.53425
116.73059,-31.85058,1100,4.24804,0.53425
116.73059,-31.85238,1100,4.24804,0.53425
116.73059,-31.85417,1100,4.24804,0.53425
116.73059,-31.8559699999999,1100,4.24804,0.53425
116.73059,-31.8577699999999,1100,4.24804,0.53425
116.73059,-31.85957,1100,4.24804,0.53425
116.73059,-31.86137,1100,4.24804,0.53425
116.73059,-31.86317,1100,4.24804,0.53425
116.73059,-31.86497,1100,4.24804,0.53425
116.73059,-31.8667599999999,1100,4.24804,0.53425
116.73059,-31.8685599999999,1100,4.24804,0.53425
116.73059,-31.87036,1100,4.24804,0.53425
116.73059,-31.87216,1100,4.24804,0.53425
116.73059,-31.87396,1100,4.24804,0.53425
116.73059,-31.87576,1100,4.24804,0.53425
116.73059,-31.8775599999999,1100,4.24804,0.53425
116.73059,-31.8793599999999,1100,4.24804,0.53425
116.73059,-31.88115,1100,4.24804,0.53425
116.73059,-31.88295,1100,4.24804,0.53425
116.73059,-31.88475,1100,4.24804,0.53425
116.73059,-31.88655,1100,4.24804,0.53425
116.73059,-31.8883499999999,1100,4.24804,0.53425
116.73059,-31.8901499999999,1100,4.24804,0.53425
116.73059,-31.89195,1100,4.24804,0.53425
116.73059,-31.89374,1100,4.24804,0.53425
116.73059,-31.89554,1100,4.24804,0.53425
116.73059,-31.89734,1100,4.24804,0.53425
116.73059,-31.8991399999999,1100,4.24804,0.53425
116.73059,-31.9009399999999,1100,4.24804,0.53425
116.73059,-31.90274,1100,4.24804,0.53425
116.73059,-31.90454,1100,4.24804,0.53425
116.73059,-31.90633,1100,4.24804,0.53425
116.73059,-31.90813,1100,4.24804,0.53425
116.73059,-31.9099299999999,1100,4.24804,0.53425
116.73059,-31.9117299999999,1100,4.24804,0.53425
116.73059,-31.91353,1100,4.24804,0.53425
116.73059,-31.91533,1100,4.24804,0.53425
116.73059,-31.91713,1100,4.24804,0.53425
116.73059,-31.91893,1100,4.24804,0.53425
116.7306,-31.9207199999999,1100,4.24804,0.53425
116.7306,-31.9225199999999,1100,4.24804,0.53425
116.7306,-31.92432,1100,4.24804,0.53425
116.7306,-31.92612,1100,4.24804,0.53425
116.7306,-31.92792,1100,4.24804,0.53425
116.7306,-31.92972,1100,4.24804,0.53425
116.7306,-31.9315199999999,1100,4.24804,0.53425
116.732699999999,-31.82,1100,4.24804,0.53425
116.732699999999,-31.8218,1100,4.24804,0.53425
116.732699999999,-31.8235999999999,1100,4.24804,0.53425
116.732699999999,-31.8253999999999,1100,4.24804,0.53425
116.732699999999,-31.82719,1100,4.24804,0.53425
116.732699999999,-31.82899,1100,4.24804,0.53425
116.732699999999,-31.83079,1100,4.24804,0.53425
116.732699999999,-31.83259,1100,4.24804,0.53425
116.732699999999,-31.8343899999999,1100,4.24804,0.53425
116.732699999999,-31.8361899999999,1100,4.24804,0.53425
116.732699999999,-31.83799,1100,4.24804,0.53425
116.732699999999,-31.83979,1100,4.24804,0.53425
116.732699999999,-31.84158,1100,4.24804,0.53425
116.732699999999,-31.84338,1100,4.24804,0.53425
116.732699999999,-31.8451799999999,1100,4.24804,0.53425
116.732699999999,-31.8469799999999,1100,4.24804,0.53425
116.732699999999,-31.84878,1100,4.24804,0.53425
116.732699999999,-31.85058,1100,4.24804,0.53425
116.732699999999,-31.85238,1100,4.24804,0.53425
116.732699999999,-31.85417,1100,4.24804,0.53425
116.732699999999,-31.8559699999999,1100,4.24804,0.53425
116.732699999999,-31.8577699999999,1100,4.24804,0.53425
116.732699999999,-31.85957,1100,4.24804,0.53425
116.732699999999,-31.86137,1100,4.24804,0.53425
116.73271,-31.86317,1100,4.24804,0.53425
116.73271,-31.86497,1100,4.24804,0.53425
116.73271,-31.8667599999999,1100,4.24804,0.53425
116.73271,-31.8685599999999,1100,4.24804,0.53425
116.73271,-31.87036,1100,4.24804,0.53425
116.73271,-31.87216,1100,4.24804,0.53425
116.73271,-31.87396,1100,4.24804,0.53425
116.73271,-31.87576,1100,4.24804,0.53425
116.73271,-31.8775599999999,1100,4.24804,0.53425
116.73271,-31.8793599999999,1100,4.24804,0.53425
116.73271,-31.88115,1100,4.24804,0.53425
116.73271,-31.88295,1100,4.24804,0.53425
116.73271,-31.88475,1100,4.24804,0.53425
116.73271,-31.88655,1100,4.24804,0.53425
116.73271,-31.8883499999999,1100,4.24804,0.53425
116.73271,-31.8901499999999,1100,4.24804,0.53425
116.73271,-31.89195,1100,4.24804,0.53425
116.73271,-31.89374,1100,4.24804,0.53425
116.73271,-31.89554,1100,4.24804,0.53425
116.73271,-31.89734,1100,4.24804,0.53425
116.73271,-31.8991399999999,1100,4.24804,0.53425
116.73271,-31.9009399999999,1100,4.24804,0.53425
116.73271,-31.90274,1100,4.24804,0.53425
116.73271,-31.90454,1100,4.24804,0.53425
116.73271,-31.90633,1100,4.24804,0.53425
116.73271,-31.90813,1100,4.24804,0.53425
116.73271,-31.9099299999999,1100,4.24804,0.53425
116.73271,-31.9117299999999,1100,4.24804,0.53425
116.73271,-31.91353,1100,4.24804,0.53425
116.73271,-31.91533,1100,4.24804,0.53425
116.73271,-31.91713,1100,4.24804,0.53425
116.73271,-31.91893,1100,4.24804,0.53425
116.73271,-31.9207199999999,1100,4.24804,0.53425
116.73271,-31.9225199999999,1100,4.24804,0.53425
116.73271,-31.92432,1100,4.24804,0.53425
116.73272,-31.92612,1100,4.24804,0.53425
116.73272,-31.92792,1100,4.24804,0.53425
116.73272,-31.92972,1100,4.24804,0.53425
116.73272,-31.9315199999999,1100,4.24804,0.53425
116.73481,-31.82,1100,4.24804,0.53425
116.73482,-31.8218,1100,4.24804,0.53425
116.73482,-31.8235999999999,1100,4.24804,0.53425
116.73482,-31.8253999999999,1100,4.24804,0.53425
116.73482,-31.82719,1100,4.24804,0.53425
116.73482,-31.82899,1100,4.24804,0.53425
116.73482,-31.83079,1100,4.24804,0.53425
116.73482,-31.83259,1100,4.24804,0.53425
116.73482,-31.8343899999999,1100,4.24804,0.53425
116.73482,-31.8361899999999,1100,4.24804,0.53425
116.73482,-31.83799,1100,4.24804,0.53425
116.73482,-31.83979,1100,4.24804,0.53425
116.73482,-31.84158,1100,4.24804,0.53425
116.73482,-31.84338,1100,4.24804,0.53425
116.73482,-31.8451799999999,1100,4.24804,0.53425
116.73482,-31.8469799999999,1100,4.24804,0.53425
116.73482,-31.84878,1100,4.24804,0.53425
116.73482,-31.85058,1100,4.24804,0.53425
116.73482,-31.85238,1100,4.24804,0.53425
116.73482,-31.85417,1100,4.24804,0.53425
116.73482,-31.8559699999999,1100,4.24804,0.53425
116.73482,-31.8577699999999,1100,4.24804,0.53425
116.73482,-31.85957,1100,4.24804,0.53425
116.73482,-31.86137,1100,4.24804,0.53425
116.73482,-31.86317,1100,4.24804,0.53425
116.73482,-31.86497,1100,4.24804,0.53425
116.73482,-31.8667599999999,1100,4.24804,0.53425
116.73482,-31.8685599999999,1100,4.24804,0.53425
116.73482,-31.87036,1100,4.24804,0.53425
116.73482,-31.87216,1100,4.24804,0.53425
116.73482,-31.87396,1100,4.24804,0.53425
116.73483,-31.87576,1100,4.24804,0.53425
116.73483,-31.8775599999999,1100,4.24804,0.53425
116.73483,-31.8793599999999,1100,4.24804,0.53425
116.73483,-31.88115,1100,4.24804,0.53425
116.73483,-31.88295,1100,4.24804,0.53425
116.73483,-31.88475,1100,4.24804,0.53425
116.73483,-31.88655,1100,4.24804,0.53425
116.73483,-31.8883499999999,1100,4.24804,0.53425
116.73483,-31.8901499999999,1100,4.24804,0.53425
116.73483,-31.89195,1100,4.24804,0.53425
116.73483,-31.89374,1100,4.24804,0.53425
116.73483,-31.89554,1100,4.24804,0.53425
116.73483,-31.89734,1100,4.24804,0.53425
116.73483,-31.8991399999999,1100,4.24804,0.53425
116.73483,-31.9009399999999,1100,4.24804,0.53425
116.73483,-31.90274,1100,4.24804,0.53425
116.73483,-31.90454,1100,4.24804,0.53425
116.73483,-31.90633,1100,4.24804,0.53425
116.73483,-31.90813,1100,4.24804,0.53425
116.73483,-31.9099299999999,1100,4.24804,0.53425
116.73483,-31.9117299999999,1100,4.24804,0.53425
116.73483,-31.91353,1100,4.24804,0.53425
116.73483,-31.91533,1100,4.24804,0.53425
116.73483,-31.91713,1100,4.24804,0.53425
116.73483,-31.91893,1100,4.24804,0.53425
116.73483,-31.9207199999999,1100,4.24804,0.53425
116.73483,-31.9225199999999,1100,4.24804,0.53425
116.73483,-31.92432,1100,4.24804,0.53425
116.73483,-31.92612,1100,4.24804,0.53425
116.73483,-31.92792,1100,4.24804,0.53425
116.73484,-31.92972,1100,4.24804,0.53425
116.73484,-31.9315199999999,1100,4.24804,0.53425
116.73693,-31.82,1100,4.24804,0.53425
116.73693,-31.8218,1100,4.24804,0.53425
116.73693,-31.8235999999999,1100,4.24804,0.53425
116.73693,-31.8253999999999,1100,4.24804,0.53425
116.73693,-31.82719,1100,4.24804,0.53425
116.73693,-31.82899,1100,4.24804,0.53425
116.73693,-31.83079,1100,4.24804,0.53425
116.73693,-31.83259,1100,4.24804,0.53425
116.73693,-31.8343899999999,1100,4.24804,0.53425
116.73694,-31.8361899999999,1100,4.24804,0.53425
116.73694,-31.83799,1100,4.24804,0.53425
116.73694,-31.83979,1100,4.24804,0.53425
116.73694,-31.84158,1100,4.24804,0.53425
116.73694,-31.84338,1100,4.24804,0.53425
116.73694,-31.8451799999999,1100,4.24804,0.53425
116.73694,-31.8469799999999,1100,4.24804,0.53425
116.73694,-31.84878,1100,4.24804,0.53425
116.73694,-31.85058,1100,4.24804,0.53425
116.73694,-31.85238,1100,4.24804,0.53425
116.73694,-31.85417,1100,4.24804,0.53425
116.73694,-31.8559699999999,1100,4.24804,0.53425
116.73694,-31.8577699999999,1100,4.24804,0.53425
116.73694,-31.85957,1100,4.24804,0.53425
116.73694,-31.86137,1100,4.24804,0.53425
116.73694,-31.86317,1100,4.24804,0.53425
116.73694,-31.86497,1100,4.24804,0.53425
116.73694,-31.8667599999999,1100,4.24804,0.53425
116.73694,-31.8685599999999,1100,4.24804,0.53425
116.73694,-31.87036,1100,4.24804,0.53425
116.73694,-31.87216,1100,4.24804,0.53425
116.73694,-31.87396,1100,4.24804,0.53425
116.73694,-31.87576,1100,4.24804,0.53425
116.73694,-31.8775599999999,1100,4.24804,0.53425
116.73694,-31.8793599999999,1100,4.24804,0.53425
116.73694,-31.88115,1100,4.24804,0.53425
116.73694,-31.88295,1100,4.24804,0.53425
116.736949999999,-31.88475,1100,4.24804,0.53425
116.736949999999,-31.88655,1100,4.24804,0.53425
116.736949999999,-31.8883499999999,1100,4.24804,0.53425
116.736949999999,-31.8901499999999,1100,4.24804,0.53425
116.736949999999,-31.89195,1100,4.24804,0.53425
116.736949999999,-31.89374,1100,4.24804,0.53425
116.736949999999,-31.89554,1100,4.24804,0.53425
116.736949999999,-31.89734,1100,4.24804,0.53425
116.736949999999,-31.8991399999999,1100,4.24804,0.53425
116.736949999999,-31.9009399999999,1100,4.24804,0.53425
116.736949999999,-31.90274,1100,4.24804,0.53425
116.736949999999,-31.90454,1100,4.24804,0.53425
116.736949999999,-31.90633,1100,4.24804,0.53425
116.736949999999,-31.90813,1100,4.24804,0.53425
116.736949999999,-31.9099299999999,1100,4.24804,0.53425
